"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Diplosoma listerianum","(Milne-Edwards, 1841)","","gray encrusting compound tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Aplousobranchia","","","Didemnidae","","","Diplosoma","listerianum",,"",,"cryoptogenic","unlisted",,"1999-07-31","Charlie Gibbs","PMLS","",,"2023-06-24","","iNaturalist","",,4,"confirmed","observed","",81778,"TUN"
"Dirona albolineata","MacFarland in Cockerell & Elliot, 1905","","frosted nudibranch","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Proctonotoidea","Dironidae","","","Dirona","albolineata",,"",,"native","unlisted",,"1969-02-21","Andy Lamb","PMLS","",,"2023-09-09","","iNaturalist","",,137,"confirmed","observed","",47477,"MOL"
"Dirona pellucida","Volodchenko, 1941","","golden dirona","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Proctonotoidea","Dironidae","","","Dirona","pellucida",,"",,"native","unlisted",,"1973-09-21","Andy Lamb","PMLS","",,"2016-07-24","Andy Lamb","PMLS","",,27,"confirmed","observed","",50447,"MOL"
"Discophyton rudyi","(Verseveldt & van Ofwegen, 1992)","","white soft coral","Animalia","Cnidaria","","","Anthozoa","Octocorallia","","Malacalcyonacea","","","Discophytidae","","","Discophyton","rudyi",,"",,"native","unlisted",,"1995-02-24","Charlie Gibbs","PMLS","",,"1996-09-29","Charlie Gibbs","PMLS","",,3,"reported","unobserved","",460061,"CNI"
"Discorsopagurus schmitti","(Stevens, 1925)","","tubeworm hermit","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Paguroidea","Paguridae","","","Discorsopagurus","schmitti",,"",,"native","unlisted",,"1986-09-30","","RBCM","986-00197-025",,"1986-09-30","","RBCM","986-00197-025",,1,"reported","unobserved","",459564,"ART"
"Disporella separata","Osburn, 1953","","purple encrusting bryozoan","Animalia","Bryozoa","","","Stenolaemata","","","Cyclostomatida","Rectangulata","","Lichenoporidae","","","Disporella","separata",,"",,"native","unlisted",,"1997-04-15","Donna Gibbs","PMLS","",,"2008-04-27","Andy Lamb","PMLS","",,3,"confirmed","unobserved","",465160,"LOP"
"Distaplia occidentalis","Bancroft, 1899","","mushroom compound tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Aplousobranchia","","","Holozoidae","","","Distaplia","occidentalis",,"",,"native","unlisted",,"1981-05-31","Andy Lamb","PMLS","",,"2023-07-30","","iNaturalist","",,78,"confirmed","observed","",347339,"TUN"
"Dodecaceria concharum","Örsted, 1843","","coralline-encased filament-worm","Animalia","Annelida","","","Polychaeta","Sedentaria","","Terebellida","Cirratuliformia","","Cirratulidae","","","Dodecaceria","concharum",,"",,"non-native","unlisted",,"1999-07-31","Charlie Gibbs","PMLS","",,"2023-06-24","","iNaturalist","",,7,"confirmed","observed","",464813,"WOR"
"Dodecaceria pacifica","(Fewkes, 1889)","","fringed filament-worm","Animalia","Annelida","","","Polychaeta","Sedentaria","","Terebellida","Cirratuliformia","","Cirratulidae","","","Dodecaceria","pacifica",,"",,"native","unlisted",,"1969-02-21","Andy Lamb","PMLS","",,"2023-07-30","","iNaturalist","",,199,"confirmed","observed","reported as Dodecaceria fewkesi",1500739,"WOR"
"Doris montereyensis","J.G. Cooper, 1863","","Monterey sea lemon","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Doridoidea","Dorididae","","","Doris","montereyensis",,"",,"native","unlisted",,"1968-08-02","Andy Lamb","PMLS","",,"2023-09-10","","iNaturalist","",,128,"confirmed","observed","",47469,"MOL"
"Doris odhneri","(MacFarland, 1966)","","white nudibranch","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Doridina","Doridoidea","Dorididae","","","Doris","odhneri",,"",,"native","unlisted",,"1973-09-20","Andy Lamb","PMLS","",,"2023-10-08","","iNaturalist","",,63,"confirmed","observed","",124210,"MOL"
"Doryteuthis opalescens","(Berry, 1911)","","California market squid","Animalia","Mollusca","","","Cephalopoda","Coleoidea","Decapodiformes","Myopsida","","","Loliginidae","","","Doryteuthis","opalescens",,"",,"native","unlisted",,"2008-02-06","","iNaturalist","",,"2023-07-22","","iNaturalist","",,4,"confirmed","observed","",153981,"MOL"
"Doto amyra","Er. Marcus, 1961","","hammerhead doto","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Dendronotoidea","Dotidae","","","Doto","amyra",,"",,"native","unlisted",,"2014-04-08","","iNaturalist","",,"2014-04-08","","iNaturalist","",,1,"reported","observed","",47655,"MOL"
"Doto columbiana","O'Donoghue, 1921","","British Columbia doto","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Dendronotoidea","Dotidae","","","Doto","columbiana",,"",,"native","unlisted",,"2014-04-09","","iNaturalist","",,"2014-04-09","","iNaturalist","",,1,"reported","observed","",47774,"MOL"
"Echidnocerus cibarius","White, 1842","","Puget Sound king crab","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Lithodoidea","Lithodidae","","","Echidnocerus","cibarius",,"",,"native","unlisted",,"1994-02-27","Charlie Gibbs","PMLS","",,"2023-10-08","","iNaturalist","",,93,"confirmed","observed","reported as Lopholithodes mandtii",1439280,"ART"
"Echidnocerus foraminatus","(Stimpson, 1859)","","brown box crab","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Lithodoidea","Lithodidae","","","Echidnocerus","foraminatus",,"",,"native","unlisted",,"2008-05-22","Jackson W.F. Chu","Chu & Leys (2010)","",,"2008-05-25","","iNaturalist","",,8,"confirmed","observed","reported as Lopholithodes foraminatus",1439282,"ART"
"Ectopleura crocea","(Agassiz, 1862)","","bushy pink-mouth hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Aplanulata","","Tubulariidae","","","Ectopleura","crocea",,"",,"native","unlisted",,"1993-08-16","Andy Lamb","PMLS","",,"2019-03-17","Andy Lamb","PMLS","",,67,"confirmed","unobserved","reported as Pinauay crocea",324497,"CNI"
"Ectopleura marina","(Torrey, 1902)","","solitary pink-mouth hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Aplanulata","","Tubulariidae","","","Ectopleura","marina",,"",,"native","unlisted",,"1981-05-31","Andy Lamb","PMLS","",,"2023-05-27","","iNaturalist","",,25,"confirmed","observed","reported as Pinauay marina",492142,"CNI"
"Elassochirus gilli","(Benedict, 1892)","","orange hermit","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Paguroidea","Paguridae","","","Elassochirus","gilli",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2010-07-17","Andy Lamb","PMLS","",,6,"confirmed","unobserved","",459568,"ART"
"Elassochirus tenuimanus","(Dana, 1851)","","widehand hermit","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Paguroidea","Paguridae","","","Elassochirus","tenuimanus",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2019-03-17","Andy Lamb","PMLS","",,51,"confirmed","unobserved","",459569,"ART"
"Embiotoca lateralis","Agassiz, 1854","","striped seaperch","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Cichliformes","","","Embiotocidae","","","Embiotoca","lateralis",,"",,"native","SNR",,"1973-09-20","Andy Lamb","PMLS","",,"2023-10-08","","iNaturalist","",,206,"confirmed","observed","",117555,"FIS"
"Emplectonema gracile","(Johnston, 1837)","","green ribbon worm","Animalia","Nemertea","","","Hoplonemertea","","","Monostilifera","Eumonostilifera","","Emplectonematidae","","","Emplectonema","gracile",,"",,"native","unlisted",,"1969-02-22","Andy Lamb","PMLS","",,"2021-03-17","","iNaturalist","",,2,"confirmed","observed","",337279,"WOR"
"Engraulis mordax","Girard, 1854","","northern anchovy","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Clupeiformes","Clupeoidei","","Engraulidae","Engraulinae","","Engraulis","mordax",,"",,"native","SNR",,"2006-12-02","Charlie Gibbs","PMLS","",,"2023-07-03","","iNaturalist","",,5,"confirmed","observed","",63770,"FIS"
"Ennucula tenuis","(Montagu, 1808)","","smooth nutclam","Animalia","Mollusca","","","Bivalvia","Protobranchia","","Nuculida","","Nuculoidea","Nuculidae","","","Ennucula","tenuis",,"",,"native","unlisted",,"1959-12-11","Dan Quayle","RBCM","989-00278-007",,"1961-06-22","Ian McTaggart-Cowan","RBCM","979-03318",,2,"reported","unobserved","",202045,"MOL"
"Enophrys bison","(Girard, 1854)","","buffalo sculpin","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Cottoidei","","Psychrolutidae","Myoxocephalinae","","Enophrys","bison",,"",,"native","SNR",,"1981-05-31","Andy Lamb","PMLS","",,"2023-07-09","","iNaturalist","",,30,"confirmed","observed","",117536,"FIS"
"Enteroctopus dofleini","(Wülker, 1910)","","giant pacific octopus","Animalia","Mollusca","","","Cephalopoda","Coleoidea","Octopodiformes","Octopoda","Incirrata","Octopodoidea","Enteroctopodidae","","","Enteroctopus","dofleini",,"",,"native","unlisted",,"1993-05-09","Charlie Gibbs","PMLS","",,"2023-08-09","","iNaturalist","",,40,"confirmed","observed","",48863,"MOL"
"Entodesma navicula","(Adams & Reeve, 1850)","","rock entodesma","Animalia","Mollusca","","","Bivalvia","Autobranchia","Anomalodesmata","","","Pandoroidea","Lyonsiidae","","","Entodesma","navicula",,"",,"native","unlisted",,"1969-02-22","Andy Lamb","PMLS","",,"2023-05-27","","iNaturalist","",,109,"confirmed","observed","",339164,"MOL"
"Epiactis lisbethae","Fautin & Chia, 1986","","brooding anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinioidea","Actiniidae","","","Epiactis","lisbethae",,"",,"native","unlisted",,"1999-07-31","Charlie Gibbs","PMLS","",,"2016-03-27","Andy Lamb","PMLS","",,6,"confirmed","unobserved","",429853,"CNI"
"Epiactis prolifera","Verrill, 1869","","proliferating anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinioidea","Actiniidae","","","Epiactis","prolifera",,"",,"native","unlisted",,"1973-09-20","Andy Lamb","PMLS","",,"2022-08-14","","iNaturalist","",,10,"confirmed","observed","",49060,"CNI"
"Epigamia cf. alexandri","","","noble necklace worm","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Nereidiformia","","Syllidae","Autolytinae","","Epigamia","alexandri",,"",,"non-native","unlisted",,"1986-09-30","","RBCM","986-00197-018",,"1986-09-30","","RBCM","986-00197-018",,1,"reported","unobserved","",1136117,"WOR"
"Epigamia magna","(Berkeley, 1923)","","necklace worm","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Nereidiformia","","Syllidae","Autolytinae","Autolytini","Epigamia","magna",,"",,"","",,"2022-02-22","","iNaturalist","",,"2022-02-22","","iNaturalist","",,1,"new 2022","observed","",628178,"WOR"
"Epitonium hindsii","(Carpenter, 1856)","","","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","","","Epitonioidea","Epitoniidae","","","Epitonium","hindsii",,"",,"native","unlisted",,"1959-12-11","Dan Quayle","RBCM","989-00278-019",,"1959-12-11","Dan Quayle","RBCM","989-00278-019",,1,"reported","unobserved","",893102,"MOL"
"Epitonium indianorum","(Carpenter, 1865)","","money wentletrap","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","","","Epitonioidea","Epitoniidae","","","Epitonium","indianorum",,"",,"native","unlisted",,"2008-07-19","Andy Lamb","PMLS","",,"2010-05-30","Andy Lamb","PMLS","",,3,"confirmed","unobserved","",129921,"MOL"
"Epizoanthus scotinus","Wood, 1957","","orange zoanthid","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Zoantharia","Macrocnemina","","Epizoanthidae","","","Epizoanthus","scotinus",,"",,"native","unlisted",,"1981-05-31","Andy Lamb","PMLS","",,"2023-09-04","","iNaturalist","",,113,"confirmed","observed","",429859,"CNI"
"Eschrichtius robustus","(Lilljeborg, 1861)","","grey whale","Animalia","Chordata","Vertebrata","","Mammalia","Theria","Laurasiatheria","Artiodactyla","Whippomorpha","","Eschrichtiidae","","","Eschrichtius","robustus",,"",,"native","S3 (2006)",,"2001-04-14","","BCCSN","20035",,"2017-06-18","","BCCSN","122218",,5,"confirmed","unobserved","",41478,"MAM"
"Eualus butleri","Jensen, 2004","","sponge eualid","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Alpheoidea","Thoridae","","","Eualus","butleri",,"",,"native","unlisted",,"2016-01-23","Andy Lamb","PMLS","",,"2016-01-23","Andy Lamb","PMLS","",,1,"new 2016","unobserved","",459508,"ART"
"Eubranchus rupium","(Møller, 1842)","","olive aeolid","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Fionoidea","Eubranchidae","","","Eubranchus","rupium",,"",,"native","unlisted",,"2012-10-06","Andy Lamb","PMLS","",,"2012-10-06","Andy Lamb","PMLS","",,1,"reported","unobserved","",533047,"MOL"
"Eubranchus rustyus","(Er. Marcus, 1961)","","homely aeolid","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Fionoidea","Eubranchidae","","","Eubranchus","rustyus",,"",,"native","unlisted",,"2014-04-08","","iNaturalist","",,"2019-05-04","","iNaturalist","",,5,"confirmed","observed","",50471,"MOL"
"Eubranchus sanjuanensis","Roller, 1972","","San Juan aeolid","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Nudipleura","Nudibranchia","Cladobranchia","Fionoidea","Eubranchidae","","","Eubranchus","sanjuanensis",,"",,"native","unlisted",,"2014-04-08","","iNaturalist","",,"2019-05-04","","iNaturalist","",,2,"confirmed","observed","",544965,"MOL"
"Eudistoma molle","(Ritter, 1900)","","red-dotted compound tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Aplousobranchia","","","Polycitoridae","","","Eudistoma","molle",,"",,"native","unlisted",,"1994-09-10","Andy Lamb","PMLS","",,"2013-10-23","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",448127,"TUN"
"Eudistoma purpuropunctatum","Lambert, 1989","","mauve lobed compound tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Aplousobranchia","","","Polycitoridae","","","Eudistoma","purpuropunctatum",,"",,"native","unlisted",,"2008-11-12","Andy Lamb","PMLS","",,"2008-11-12","Andy Lamb","PMLS","",,1,"reported","unobserved","",492675,"TUN"
"Eudistylia vancouveri","(Kinberg, 1866)","","Vancouver feather-duster","Animalia","Annelida","","","Polychaeta","Sedentaria","","Sabellida","","","Sabellidae","Sabellinae","","Eudistylia","vancouveri",,"",,"native","unlisted",,"1969-02-21","Andy Lamb","PMLS","",,"2023-06-02","","iNaturalist","",,98,"confirmed","observed","",84864,"WOR"
"Eulalia sp.","","","","Animalia","Annelida","","","Polychaeta","Errantia","","Phyllodocida","Phyllodociformia","","Phyllodocidae","Eteoninae","","Eulalia","",,"",,"native","unlisted",,"1959-12-11","Dan Quayle","RBCM","989-00278-024",,"1959-12-11","Dan Quayle","RBCM","989-00278-024",,1,"reported","unobserved","",347275,"WOR"
"Eumetopias jubatus","(Schreber, 1776)","","Steller sea lion","Animalia","Chordata","Vertebrata","","Mammalia","Theria","Laurasiatheria","Carnivora","","Phocoidea","Otariidae","","","Eumetopias","jubatus",,"",,"native","S3B,S4N (2013)",,"1985-12-07","Andy Lamb","PMLS","",,"2023-08-08","","iNaturalist","",,58,"confirmed","observed","",41755,"MAM"
"Eupentacta quinquesemita","(Selenka, 1867)","","stiff-footed sea cucumber","Animalia","Echinodermata","Echinozoa","","Holothuroidea","Actinopoda","","Dendrochirotida","","","Sclerodactylidae","","","Eupentacta","quinquesemita",,"",,"native","unlisted",,"1969-02-22","Andy Lamb","PMLS","",,"2023-10-08","","iNaturalist","",,146,"confirmed","observed","",51695,"ECH"
"Euphausia sp.","","","krill","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Euphausiacea","","","Euphausiidae","","","Euphausia","",,"",,"","",,"1973-09-21","Andy Lamb","PMLS","",,"2011-11-25","Andy Lamb","PMLS","",,5,"confirmed","unobserved","",195136,"ART"
"Euphysa sp.","","","tiny red sausage jellies","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Aplanulata","","Corymorphidae","","","Euphysa","",,"",,"","",,"1993-05-09","Charlie Gibbs","PMLS","",,"2021-04-11","","iNaturalist","",,4,"confirmed","observed","",247163,"CNI"
"Euplokamis dunlapae","Mills, 1987","","oval sea gooseberry","Animalia","Ctenophora","","","Tentaculata","","","Cydippida","","","Euplokamididae","","","Euplokamis","dunlapae",,"",,"native","unlisted",,"1995-02-25","Charlie Gibbs","PMLS","",,"2021-02-19","","iNaturalist","",,2,"confirmed","observed","",873875,"CNI"
"Eurylepta leoparda","Freeman, 1933","","spotted flatworm","Animalia","Platyhelminthes","Rhabditophora","","","","","Polycladida","Cotylea","","Euryleptidae","","","Eurylepta","leoparda",,"",,"native","unlisted",,"1996-09-28","Charlie Gibbs","PMLS","",,"2016-01-23","Andy Lamb","PMLS","",,5,"confirmed","observed","",447179,"WOR"
"Eusergestes similis","(Hansen, 1903)","","Pacific sergestid","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Dendrobranchiata","Sergestoidea","Sergestidae","","","Eusergestes","similis",,"",,"native","unlisted",,"1965-01-29","W. Barraclough","RBCM","015-00030-001",,"2022-12-04","","iNaturalist","",,2,"confirmed","observed","",459581,"ART"
"Euspira pallida","(Broderip & G.B. Sowerby I, 1829)","","pale northern moonsnail","Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","Littorinimorpha","","Naticoidea","Naticidae","Polinicinae","","Euspira","pallida",,"",,"native","unlisted",,"1961-06-22","","RBCM","976-01146-003",,"1996-09-29","Charlie Gibbs","PMLS","",,3,"reported","unobserved","",873876,"MOL"
"Eutonina indicans","(Romanes, 1876)","","aggregating jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","","Eirenidae","","","Eutonina","indicans",,"",,"native","unlisted",,"1996-05-29","Charlie Gibbs","PMLS","",,"2023-05-06","","iNaturalist","",,28,"confirmed","observed","",348053,"CNI"
"Evasterias troschelii","(Stimpson, 1862)","","mottled star","Animalia","Echinodermata","Asterozoa","","Asteroidea","","Forcipulatacea","Forcipulatida","","","Asteriidae","","","Evasterias","troschelii",,"",,"native","unlisted",,"1968-08-02","Andy Lamb","PMLS","",,"2023-09-10","","iNaturalist","",,279,"confirmed","observed","",84265,"ECH"
