Scientific,Date,Zone,Zone_Description,Latitude,Longitude,Source,Curator_Notes,Id,Type,Site_Serie
Arbutus menziesii,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Berberis nervosa,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Cardamine oligosperma,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Cirsium arvense,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Claytonia perfoliata,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Dryocopus pileatus,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Empidonax difficilis,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Galium aparine,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Galium triflorum,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Gaultheria shallon,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Geranium molle,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Holodiscus discolor,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Hylocomiadelphus triquetrus,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Hylocomium splendens,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Lonicera ciliosa,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Loxia curvirostra,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Madia sativa,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Mycelis muralis,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Nemophila parviflora,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Plantago lanceolata,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Polychaeta,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Polystichum munitum,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Prunus avium,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Pseudotsuga menziesii,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Pteridium aquilinum,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Rosa gymnocarpa,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Rubus bifrons,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Rubus laciniatus,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Rubus spectabilis,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Rubus ursinus,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Rumex acetosella,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Symphoricarpos albus,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Tamiasciurus hudsonicus,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Thuja plicata,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Trifolium wormskioldii,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Veronica sp.,2010-05-22,"8",Douglas-fir - sword fern (grazed),48.94517734,-123.5119473,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"6",Douglas-fir - salal (grazed),"01, 02"
Asplenium trichomanes,2010-05-22,"7",Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"3",Douglas-fir - salal,"01, 02"
Empidonax difficilis,2010-05-22,"7",Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"3",Douglas-fir - salal,"01, 02"
Hadromorphus callidus,2010-05-22,"7",Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"3",Douglas-fir - salal,"01, 02"
Junco hyemalis,2010-05-22,"7",Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"3",Douglas-fir - salal,"01, 02"
Plectritis congesta,2010-05-22,"7",Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"3",Douglas-fir - salal,"01, 02"
Poecile rufescens,2010-05-22,"7",Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"3",Douglas-fir - salal,"01, 02"
Taxus brevifolia,2010-05-22,"7",Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"3",Douglas-fir - salal,"01, 02"
Thryomanes bewickii,2010-05-22,"7",Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"3",Douglas-fir - salal,"01, 02"
Turdus migratorius,2010-05-22,"7",Douglas-fir / arbutus - Oregon grape,48.94473341,-123.5108315,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,"3",Douglas-fir - salal,"01, 02"
Bellis perennis,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Bovista plumbea,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Branta canadensis,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Bromus tectorum,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Capsella bursa-pastoris,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Celastrina echo,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Cerastium sp.,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Cirsium vulgare,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Dactylis glomerata,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Dryocopus pileatus,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Eleocharis palustris,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Geranium dissectum,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Geranium robertianum,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Haemorhous mexicanus,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Holcus lanatus,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Hypochaeris,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Lysimachia arvensis,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Malva neglecta,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Marasmius oreades,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Melospiza melodia,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Molothrus ater,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Mycelis muralis,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Poa annua,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Poa pratensis,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Pseudacris regilla,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Rana aurora,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Ranunculus occidentalis,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Rorippa sp.,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Sedum spathulifolium,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Selasphorus rufus,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Sonchus oleraceus,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Sphyrapicus ruber,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Spinus pinus,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Spinus tristis,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Spizella passerina,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
Struthiopteris spicant,2010-05-22,"1",pasture / grounds,48.94471706,-123.5131164,Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz,,1b,pasture / grounds,
